order_id,created_at,discount,product_id,quantity,subtotal,tax,total,customer_id
2608,2022-06-23 23:53:19,10,148,23,11983,1318.13,11971.02,45
24834,2022-06-10 15:15:22,0,437,3,372,52.08,424.08,871
10310,2022-06-21 05:32:50,15,327,22,15488,1858.56,14744.58,952
28670,2022-06-09 05:34:06,15,265,10,2600,390.0,2541.5,704
968,2022-06-20 04:06:00,15,72,39,7956,954.72,7574.11,417
22737,2022-06-09 18:21:46,0,169,38,35302,6354.36,41656.36,74
7998,2022-06-19 04:43:21,10,217,5,3265,293.85,3202.96,440
9413,2022-06-28 23:55:17,10,298,32,8992,89.92,8173.73,342
4795,2022-06-21 00:59:27,10,446,15,2070,124.2,1974.78,239
29332,2022-06-18 15:47:55,10,214,10,8740,349.6,8180.64,850
11647,2022-06-11 06:18:47,10,400,40,14880,1934.4,15132.96,822
11867,2022-06-25 16:23:25,15,471,49,11515,0.0,9787.75,694
17691,2022-06-15 01:39:11,10,458,17,1292,77.52,1232.57,763
981,2022-06-21 17:03:42,0,215,9,3807,723.33,4530.33,613
23867,2022-06-20 08:58:40,15,316,36,25452,1527.12,22932.25,155
1968,2022-06-28 23:17:15,10,496,32,17280,518.4,16018.56,166
13493,2022-06-27 21:12:57,10,477,2,1226,61.3,1158.57,776
11233,2022-06-26 22:49:38,10,303,3,1323,79.38,1262.14,36
22556,2022-06-06 12:39:54,0,223,37,7252,1015.28,8267.28,745
22743,2022-06-23 10:20:15,15,465,26,7254,145.08,6289.22,364
8695,2022-06-06 06:43:13,15,365,11,1903,209.33,1795.48,769
5058,2022-06-15 15:28:43,10,275,21,17619,1585.71,17284.24,809
7106,2022-06-16 14:19:16,0,236,12,756,83.16,839.16,109
26418,2022-06-11 16:33:23,10,38,30,15000,2700.0,15930.0,146
2463,2022-06-17 03:24:55,15,411,25,11600,1392.0,11043.2,94
28471,2022-06-27 08:02:31,0,466,45,23175,3012.75,26187.75,782
302,2022-06-07 16:44:02,15,110,47,39903,5586.42,38666.01,400
6677,2022-06-22 15:36:02,0,39,8,4912,343.84,5255.84,226
20340,2022-06-08 14:34:45,0,456,29,1363,54.52,1417.52,35
25280,2022-06-20 08:06:02,0,423,5,4360,436.0,4796.0,333
28232,2022-06-29 15:21:22,0,370,14,812,162.4,974.4,799
22178,2022-06-30 20:37:58,15,62,19,18164,2179.68,17292.13,772
3250,2022-06-21 00:13:45,15,87,12,3684,663.12,3695.05,511
3482,2022-06-12 23:27:55,15,23,42,1092,21.84,946.76,590
21681,2022-06-19 22:35:51,15,311,43,7482,448.92,6741.28,981
22575,2022-06-27 02:10:49,0,5,9,3726,447.12,4173.12,735
18117,2022-06-26 10:41:40,15,259,6,5610,1065.9,5674.52,758
26688,2022-06-14 02:22:37,10,404,48,960,115.2,967.68,509
16894,2022-06-16 19:01:55,15,285,15,9030,1083.6,8596.56,568
23667,2022-06-25 13:21:44,10,265,18,4680,608.4,4759.56,622
180,2022-06-07 20:51:26,10,377,22,18128,2175.36,18273.02,744
14806,2022-06-12 07:06:08,15,352,8,7408,666.72,6863.51,460
14966,2022-06-28 19:01:12,10,353,30,25980,519.6,23849.64,302
80,2022-06-05 22:50:59,15,332,11,9790,1370.6,9486.51,896
22076,2022-06-07 15:56:58,0,132,1,985,177.3,1162.3,793
3449,2022-06-09 21:53:59,15,291,17,15198,1519.8,14210.13,316
7109,2022-06-29 23:48:17,10,356,45,26370,2373.3,25868.97,921
21081,2022-06-13 16:19:26,10,468,22,5962,894.3,6170.67,111
622,2022-06-22 09:57:48,15,483,28,23856,4055.52,23724.79,764
22369,2022-06-20 21:12:55,0,98,50,49200,6888.0,56088.0,168
17064,2022-06-21 13:53:40,15,51,15,12690,1776.6,12296.61,668
8836,2022-06-29 23:02:53,10,178,24,20304,1827.36,19918.22,555
18153,2022-06-10 14:06:33,15,450,30,3000,300.0,2805.0,57
16522,2022-06-12 16:26:32,0,150,36,13968,279.36,14247.36,796
28373,2022-06-20 15:33:13,0,321,2,852,153.36,1005.36,887
17560,2022-06-20 11:57:38,0,374,46,44712,5365.44,50077.44,831
1658,2022-06-12 19:53:23,0,27,43,22962,3214.68,26176.68,30
7438,2022-06-18 07:47:23,0,147,36,35748,5362.2,41110.2,414
5456,2022-06-11 15:44:12,15,191,12,9684,387.36,8560.66,859
2980,2022-06-13 08:17:21,0,439,37,9065,453.25,9518.25,335
24814,2022-06-28 04:29:12,15,95,30,7110,284.4,6285.24,682
25036,2022-06-18 03:00:22,0,433,47,20962,2934.68,23896.68,558
7108,2022-06-08 17:34:27,15,110,19,16131,2097.03,15493.83,54
697,2022-06-06 10:27:32,0,301,39,37362,2988.96,40350.96,545
29913,2022-06-22 20:39:35,0,206,13,11193,1119.3,12312.3,840
2722,2022-06-25 12:20:10,0,412,47,13348,2135.68,15483.68,840
10892,2022-06-09 19:43:07,10,290,47,39621,7527.99,42434.09,138
29943,2022-06-18 06:59:52,0,57,28,18676,933.8,19609.8,117
9632,2022-06-18 07:23:01,15,441,6,2304,437.76,2330.5,415
13970,2022-06-18 07:32:07,0,256,36,5832,58.32,5890.32,630
13035,2022-06-18 18:26:05,0,468,3,813,56.91,869.91,148
21789,2022-06-17 03:21:46,10,174,29,3132,469.8,3241.62,661
17944,2022-06-19 06:54:27,0,372,10,7570,984.1,8554.1,580
20896,2022-06-09 22:05:03,0,195,21,5817,756.21,6573.21,595
18215,2022-06-15 02:19:23,15,173,33,6567,328.35,5861.05,693
20279,2022-06-27 01:27:49,0,81,29,6902,69.02,6971.02,801
6782,2022-06-18 04:44:42,15,232,25,13950,2232.0,13754.7,885
9509,2022-06-14 21:18:31,15,359,41,39442,3944.2,36878.27,610
5987,2022-06-26 20:08:14,15,112,46,25254,2777.94,23827.15,872
13520,2022-06-05 22:01:42,0,363,44,6468,970.2,7438.2,263
13202,2022-06-26 20:49:46,15,192,18,17280,864.0,15422.4,432
379,2022-06-07 05:08:56,0,277,17,12189,1340.79,13529.79,23
22462,2022-06-11 04:29:31,10,198,2,928,74.24,902.02,595
21806,2022-06-16 11:31:00,10,384,1,112,19.04,117.94,822
9460,2022-06-16 17:25:01,10,316,10,7070,777.7,7062.93,343
3569,2022-06-30 17:46:17,10,19,25,8175,81.75,7431.08,8
1816,2022-06-23 01:18:23,10,34,42,18816,2634.24,19305.22,427
22520,2022-06-22 09:46:34,0,483,9,7668,1456.92,9124.92,836
19968,2022-06-24 11:32:57,0,80,33,14157,424.71,14581.71,103
21688,2022-06-24 07:03:55,10,472,1,474,9.48,435.13,475
5307,2022-06-26 23:32:19,0,336,13,8827,353.08,9180.08,872
14927,2022-06-17 05:10:12,0,445,32,23264,2093.76,25357.76,199
17590,2022-06-26 08:21:44,0,413,25,125,25.0,150.0,166
10279,2022-06-14 21:19:28,0,84,24,7560,453.6,8013.6,559
3077,2022-06-08 06:54:13,10,131,22,13926,974.82,13410.74,941
12102,2022-06-06 22:33:24,15,342,14,6006,900.9,5870.86,103
2136,2022-06-11 19:10:06,10,408,11,10406,520.3,9833.67,277
2939,2022-06-30 09:03:28,0,444,45,15885,2859.3,18744.3,869
3500,2022-06-14 05:08:15,10,175,1,152,7.6,143.64,788
12319,2022-06-15 01:00:00,0,445,17,12359,247.18,12606.18,353
22555,2022-06-09 00:40:48,15,104,22,20460,204.6,17564.91,884
26354,2022-06-07 22:46:08,10,436,23,22011,2421.21,21988.99,287
12467,2022-06-12 20:07:11,15,279,24,13272,0.0,11281.2,56
8094,2022-06-27 08:16:14,10,268,16,2944,0.0,2649.6,190
15862,2022-06-23 14:12:23,0,186,22,9130,273.9,9403.9,5
27886,2022-06-24 10:53:30,15,237,25,11875,1068.75,11002.19,606
5973,2022-06-22 04:14:38,15,4,40,2560,307.2,2437.12,74
22352,2022-06-12 11:55:03,0,298,3,843,59.01,902.01,820
18466,2022-06-13 18:27:25,10,404,9,180,16.2,176.58,446
22115,2022-06-24 19:39:36,0,405,16,7616,837.76,8453.76,631
22443,2022-06-16 11:12:50,10,274,8,1624,211.12,1651.61,587
16923,2022-06-20 08:03:12,0,108,15,5520,1104.0,6624.0,374
2472,2022-06-20 17:02:20,10,211,17,9605,96.05,8730.94,472
5989,2022-06-23 19:11:26,0,164,20,1840,184.0,2024.0,38
9586,2022-06-06 04:59:51,15,52,44,30536,5191.12,30368.05,233
9306,2022-06-08 02:40:43,15,297,46,44712,447.12,38385.25,310
8047,2022-06-09 14:23:33,15,177,50,23750,3325.0,23013.75,606
21119,2022-06-10 06:17:34,0,440,43,10879,1958.22,12837.22,107
10829,2022-06-24 17:02:55,15,250,21,5376,53.76,4615.3,77
15344,2022-06-21 05:30:16,10,316,45,31815,4454.1,32642.19,11
4490,2022-06-11 12:06:18,10,421,13,5616,393.12,5408.21,837
26605,2022-06-17 23:18:10,15,294,32,5664,566.4,5295.84,749
17119,2022-06-26 05:29:42,10,472,36,17064,2218.32,17354.09,16
4875,2022-06-13 19:00:55,15,354,5,3585,501.9,3473.86,488
9132,2022-06-16 00:00:17,15,381,27,2673,267.3,2499.26,188
5161,2022-06-20 15:53:09,15,299,46,5934,356.04,5346.53,64
14763,2022-06-15 16:59:50,10,336,45,30555,5194.35,32174.42,450
28451,2022-06-13 18:35:07,0,366,41,7052,493.64,7545.64,481
19521,2022-06-08 14:23:41,0,116,20,7880,1024.4,8904.4,795
25028,2022-06-18 16:49:37,15,232,32,17856,714.24,15784.7,822
9597,2022-06-12 16:50:16,15,393,22,1254,0.0,1065.9,866
20667,2022-06-12 19:44:50,0,273,46,20792,831.68,21623.68,912
23230,2022-06-29 09:13:39,10,339,50,23150,3935.5,24376.95,113
7104,2022-06-09 01:57:18,15,62,48,45888,5965.44,44075.42,816
4549,2022-06-08 09:27:51,10,240,34,27846,1392.3,26314.47,308
11425,2022-06-09 11:50:22,10,500,7,4802,240.1,4537.89,815
10658,2022-06-07 11:39:17,10,83,37,29748,3569.76,29985.98,619
16015,2022-06-28 00:40:24,10,78,26,7540,829.4,7532.46,863
1977,2022-06-30 09:22:11,15,303,29,12789,2046.24,12609.95,59
11648,2022-06-29 09:40:41,15,267,40,3320,365.2,3132.42,898
18188,2022-06-30 18:39:53,0,226,9,8262,991.44,9253.44,609
1020,2022-06-07 20:48:33,15,477,37,22681,2268.1,21206.73,731
16924,2022-06-20 00:50:07,10,409,48,37296,5967.36,38937.02,55
19663,2022-06-07 11:12:58,15,221,19,4636,834.48,4649.91,939
2693,2022-06-27 17:37:18,15,354,13,9321,1118.52,8873.59,619
17415,2022-06-11 20:44:55,15,292,8,3576,0.0,3039.6,738
24639,2022-06-25 04:23:39,0,138,21,9282,649.74,9931.74,612
11980,2022-06-10 17:29:45,0,396,32,5088,356.16,5444.16,595
23881,2022-06-08 03:56:54,10,169,14,13006,2341.08,13812.37,42
23337,2022-06-06 05:38:59,10,458,39,2964,29.64,2694.28,660
13196,2022-06-15 07:33:40,0,285,27,16254,3088.26,19342.26,205
18112,2022-06-06 08:29:07,10,125,20,9960,298.8,9232.92,107
14259,2022-06-15 11:48:54,10,324,12,5712,342.72,5449.25,922
27867,2022-06-09 03:54:41,0,460,49,22638,3848.46,26486.46,562
17449,2022-06-13 18:32:14,0,320,40,11680,817.6,12497.6,935
20604,2022-06-23 11:12:45,15,1,9,603,96.48,594.56,764
27944,2022-06-15 06:54:31,10,141,30,27420,548.4,25171.56,797
9212,2022-06-14 00:24:08,10,314,47,27166,2988.26,27138.83,471
16616,2022-06-18 06:57:42,0,328,8,7912,1424.16,9336.16,365
6560,2022-06-18 18:08:45,0,145,28,13832,276.64,14108.64,595
6132,2022-06-06 03:57:00,15,36,13,2535,228.15,2348.68,830
25945,2022-06-21 17:52:36,10,7,36,7668,1226.88,8005.39,1000
21535,2022-06-08 08:50:43,15,315,48,39120,1956.0,34914.6,54
20568,2022-06-17 15:39:45,10,153,7,3892,272.44,3748.0,923
943,2022-06-06 02:43:00,10,143,32,18688,1121.28,17828.35,323
7670,2022-06-13 12:18:40,15,392,23,6302,1071.34,6267.34,991
22870,2022-06-10 14:56:14,0,148,29,15109,604.36,15713.36,64
26777,2022-06-26 22:08:42,0,213,10,9080,454.0,9534.0,542
10198,2022-06-16 09:50:54,0,65,1,508,60.96,568.96,44
3920,2022-06-29 21:43:29,15,328,29,28681,5449.39,29010.83,201
27032,2022-06-23 09:29:47,10,3,36,30636,1838.16,29226.74,806
14143,2022-06-12 10:58:17,15,345,14,6202,1054.34,6167.89,355
26980,2022-06-24 07:19:52,10,403,25,17950,0.0,16155.0,181
4982,2022-06-16 03:22:50,10,498,28,20272,1013.6,19157.04,188
14381,2022-06-15 20:00:42,15,461,6,4998,449.82,4630.65,184
7569,2022-06-27 01:59:35,15,361,41,5576,167.28,4881.79,503
29949,2022-06-11 19:06:09,10,409,50,38850,1554.0,36363.6,769
11292,2022-06-19 14:59:59,0,312,2,924,83.16,1007.16,948
22674,2022-06-27 20:38:43,0,1,3,201,6.03,207.03,646
18804,2022-06-09 12:38:23,10,304,26,2262,339.3,2341.17,349
20172,2022-06-18 17:06:48,0,158,36,2232,401.76,2633.76,549
5527,2022-06-27 01:28:17,15,311,10,1740,174.0,1626.9,439
2143,2022-06-26 09:08:24,15,483,6,5112,920.16,5127.34,824
27520,2022-06-21 23:02:39,15,369,11,253,27.83,238.71,84
2574,2022-06-07 11:27:52,0,398,24,17832,713.28,18545.28,744
17512,2022-06-30 09:00:35,10,23,18,468,46.8,463.32,431
12579,2022-06-20 02:47:59,10,484,49,41160,6585.6,42971.04,752
377,2022-06-07 08:40:45,0,78,23,6670,466.9,7136.9,128
19660,2022-06-28 10:01:43,0,500,30,20580,1646.4,22226.4,510
14036,2022-06-29 12:08:36,15,184,18,16614,830.7,14828.0,336
19948,2022-06-11 15:11:21,0,392,34,9316,1676.88,10992.88,70
1965,2022-06-20 12:05:28,10,73,14,12964,1944.6,13417.74,231
19707,2022-06-30 17:45:47,10,360,1,576,5.76,523.58,132
12033,2022-06-11 00:15:17,10,299,1,129,6.45,121.9,211
12200,2022-06-16 12:27:00,0,348,46,4002,720.36,4722.36,676
16728,2022-06-11 17:52:54,15,65,16,8128,325.12,7185.15,241
26105,2022-06-30 12:46:37,0,120,25,13975,2236.0,16211.0,886
23992,2022-06-30 13:20:52,0,261,48,14592,2626.56,17218.56,698
3046,2022-06-16 04:49:00,10,325,43,6966,696.6,6896.34,589
24491,2022-06-19 06:15:09,0,254,28,21756,870.24,22626.24,468
16736,2022-06-20 08:24:40,15,491,24,6696,937.44,6488.42,740
22732,2022-06-23 09:44:34,15,163,29,841,58.87,764.89,479
11269,2022-06-08 21:06:52,10,222,29,12180,2192.4,12935.16,848
4766,2022-06-25 10:33:18,0,120,45,25155,0.0,25155.0,502
21527,2022-06-20 05:15:02,10,483,16,13632,681.6,12882.24,921
3309,2022-06-12 07:44:48,0,452,49,10584,529.2,11113.2,254
12620,2022-06-23 09:06:11,10,431,3,2655,477.9,2819.61,796
4033,2022-06-07 03:48:09,10,178,42,35532,1421.28,33257.95,548
9952,2022-06-16 16:00:48,0,45,27,5292,899.64,6191.64,423
22253,2022-06-22 21:49:33,10,112,39,21411,1070.55,20233.4,865
27697,2022-06-27 03:51:14,10,22,1,330,19.8,314.82,215
9961,2022-06-27 18:59:54,0,48,20,5120,563.2,5683.2,303
22675,2022-06-14 13:43:46,0,363,50,7350,294.0,7644.0,84
9747,2022-06-13 22:55:49,15,397,21,5544,221.76,4900.9,472
23315,2022-06-29 13:49:18,0,173,6,1194,47.76,1241.76,562
24828,2022-06-29 01:01:11,0,57,46,30682,4295.48,34977.48,270
15083,2022-06-07 18:43:37,10,51,39,32994,4949.1,34148.79,902
19791,2022-06-26 16:29:15,10,139,2,1888,320.96,1988.06,950
16915,2022-06-07 10:06:59,15,251,32,1152,161.28,1116.29,650
12836,2022-06-20 09:05:27,0,207,15,3090,92.7,3182.7,77
23918,2022-06-06 10:56:17,15,491,23,6417,128.34,5563.54,489
5639,2022-06-23 00:54:54,10,328,49,48461,3876.88,47104.09,451
1780,2022-06-27 04:55:24,0,260,5,3395,0.0,3395.0,170
17394,2022-06-17 02:22:41,10,49,10,380,22.8,362.52,232
21629,2022-06-17 09:35:46,10,54,11,7414,593.12,7206.41,900
23261,2022-06-27 14:00:06,0,419,40,2560,230.4,2790.4,232
29831,2022-06-18 04:26:25,15,60,47,10810,1729.6,10658.66,753
12713,2022-06-06 15:42:26,0,152,31,7533,451.98,7984.98,704
12848,2022-06-10 16:37:47,0,45,18,3528,705.6,4233.6,950
29314,2022-06-25 04:19:38,0,157,31,2356,424.08,2780.08,189
7398,2022-06-11 07:13:25,0,42,6,5958,536.22,6494.22,585
26242,2022-06-07 18:02:21,15,348,24,2088,375.84,2094.26,330
17376,2022-06-23 16:30:50,15,317,35,9100,546.0,8199.1,821
21098,2022-06-10 00:52:50,15,42,15,14895,2830.05,15066.29,571
21736,2022-06-19 09:07:44,0,85,37,22607,2486.77,25093.77,484
7286,2022-06-25 15:28:00,10,202,27,16659,499.77,15442.89,832
9350,2022-06-26 23:16:53,15,288,30,29310,5862.0,29896.2,146
24112,2022-06-23 05:20:44,10,273,47,21244,2336.84,21222.76,55
17955,2022-06-23 03:04:10,15,234,40,7840,1411.2,7863.52,776
11751,2022-06-24 06:27:24,15,92,13,12870,1287.0,12033.45,677
26653,2022-06-12 22:16:49,0,112,48,26352,3162.24,29514.24,361
13195,2022-06-27 12:02:41,0,270,27,23571,942.84,24513.84,532
14300,2022-06-13 21:43:18,10,433,1,446,66.9,461.61,374
10372,2022-06-13 19:35:37,10,335,44,6820,1023.0,7058.7,629
12990,2022-06-10 20:17:15,10,43,25,22075,2649.0,22251.6,132
23221,2022-06-08 00:58:30,15,99,50,26050,1042.0,23028.2,225
3034,2022-06-14 15:15:18,0,267,8,664,126.16,790.16,3
5066,2022-06-18 15:11:11,15,383,13,10400,1456.0,10077.6,197
18403,2022-06-07 13:59:27,0,359,49,47138,3299.66,50437.66,213
7921,2022-06-20 06:52:44,0,500,16,10976,109.76,11085.76,210
11938,2022-06-25 03:01:37,10,99,28,14588,145.88,13260.49,322
14499,2022-06-10 09:06:34,10,466,37,19055,1333.85,18349.96,745
19549,2022-06-25 18:23:12,15,464,45,16290,2280.6,15785.01,521
5561,2022-06-16 19:39:35,0,372,48,36336,6903.84,43239.84,236
4523,2022-06-26 00:01:39,10,373,2,1976,217.36,1974.02,787
27246,2022-06-11 19:44:18,0,278,38,34732,4515.16,39247.16,53
15492,2022-06-25 19:59:50,0,311,38,6612,198.36,6810.36,323
17986,2022-06-08 09:10:23,10,9,18,14454,2168.1,14959.89,287
29504,2022-06-23 22:31:05,15,313,33,20328,2642.64,19525.04,21
543,2022-06-13 18:47:40,15,358,8,4632,833.76,4645.9,170
4127,2022-06-19 07:30:17,15,53,19,11096,1775.36,10940.66,588
17046,2022-06-25 08:58:25,15,336,2,1358,13.58,1165.84,775
8488,2022-06-07 13:15:47,15,103,23,3588,143.52,3171.79,118
13806,2022-06-25 04:12:32,10,497,29,22098,220.98,20087.08,857
27795,2022-06-17 05:13:54,0,105,18,1854,222.48,2076.48,954
17238,2022-06-09 23:49:56,15,231,14,12376,371.28,10835.19,525
17921,2022-06-08 20:18:11,0,399,22,9614,1249.82,10863.82,889
4514,2022-06-09 17:11:05,0,221,39,9516,1046.76,10562.76,811
28775,2022-06-13 18:03:28,15,156,12,8268,744.12,7660.3,403
11403,2022-06-22 05:28:33,15,258,32,30432,6086.4,31040.64,961
16975,2022-06-23 09:38:45,15,445,6,4362,872.4,4449.24,74
6430,2022-06-20 03:42:41,0,241,44,37664,3766.4,41430.4,351
3382,2022-06-12 13:29:47,10,278,30,27420,3564.6,27886.14,136
4781,2022-06-17 09:13:33,15,480,39,8619,172.38,7472.67,679
25022,2022-06-07 18:21:05,15,168,16,3888,233.28,3503.09,360
15173,2022-06-21 15:31:07,10,124,15,10440,730.8,10053.72,288
2421,2022-06-08 14:50:25,10,310,36,23832,1906.56,23164.7,245
1234,2022-06-23 05:36:58,15,191,4,3228,355.08,3045.62,573
24361,2022-06-27 16:55:46,15,419,7,448,44.8,418.88,15
12045,2022-06-13 08:13:39,0,87,48,14736,294.72,15030.72,135
9126,2022-06-25 09:26:46,15,146,18,17406,1740.6,16274.61,135
1211,2022-06-10 21:28:10,0,141,48,43872,877.44,44749.44,55
22700,2022-06-06 06:38:48,0,168,46,11178,2123.82,13301.82,691
16808,2022-06-12 09:02:41,0,184,26,23998,4559.62,28557.62,498
16738,2022-06-20 02:17:32,0,232,40,22320,2232.0,24552.0,339
23164,2022-06-27 04:57:01,15,315,50,40750,4075.0,38101.25,990
14809,2022-06-23 12:42:45,0,149,3,84,0.84,84.84,172
8958,2022-06-24 00:26:55,15,467,15,5190,986.1,5249.68,24
24857,2022-06-13 21:41:49,10,82,32,8928,892.8,8838.72,794
363,2022-06-16 00:39:25,15,86,42,25326,4305.42,25186.71,330
10851,2022-06-21 18:13:41,0,385,9,3222,96.66,3318.66,914
3667,2022-06-21 11:33:40,15,296,7,1393,83.58,1255.09,694
20336,2022-06-30 17:23:02,10,89,41,22468,3594.88,23456.59,99
8336,2022-06-19 15:39:47,15,143,31,18104,2172.48,17235.01,581
22072,2022-06-18 07:27:38,0,390,10,3470,34.7,3504.7,609
16635,2022-06-12 07:35:14,0,388,29,12644,1137.96,13781.96,860
15182,2022-06-09 02:37:46,0,170,16,7392,443.52,7835.52,701
22969,2022-06-16 05:21:16,15,272,11,1958,117.48,1764.16,97
23710,2022-06-17 19:55:30,0,127,13,3380,270.4,3650.4,37
24887,2022-06-28 11:29:55,10,348,24,2088,334.08,2179.87,116
21800,2022-06-27 00:01:00,15,240,41,33579,4365.27,32252.63,398
29409,2022-06-22 13:13:04,15,22,1,330,59.4,330.99,316
7560,2022-06-19 14:23:29,15,259,37,34595,6919.0,35286.9,569
7129,2022-06-17 03:44:08,15,358,19,11001,1100.1,10285.94,451
29989,2022-06-14 09:04:03,0,104,35,32550,976.5,33526.5,9
7612,2022-06-10 22:00:12,0,297,15,14580,437.4,15017.4,392
25364,2022-06-28 08:05:11,0,265,11,2860,143.0,3003.0,964
19421,2022-06-07 01:35:49,0,156,38,26182,4974.58,31156.58,285
26028,2022-06-21 22:20:32,15,103,50,7800,468.0,7027.8,163
14828,2022-06-16 14:26:00,0,153,4,2224,111.2,2335.2,695
12905,2022-06-25 20:11:43,15,426,48,1632,16.32,1401.07,194
18290,2022-06-25 04:51:15,15,277,39,27963,5592.6,28522.26,10
26298,2022-06-10 05:52:45,0,213,46,41768,2923.76,44691.76,858
544,2022-06-16 01:04:12,15,253,13,9438,1793.22,9546.54,649
28542,2022-06-13 05:20:50,0,480,23,5083,254.15,5337.15,503
28756,2022-06-11 10:55:00,0,476,27,18360,2203.2,20563.2,349
21650,2022-06-16 10:26:26,0,457,50,34450,3789.5,38239.5,990
12782,2022-06-06 12:15:28,10,318,31,9734,292.02,9023.42,595
20375,2022-06-17 17:51:13,10,74,40,30640,4289.6,31436.64,303
29473,2022-06-15 05:27:01,0,155,2,918,174.42,1092.42,925
26542,2022-06-15 17:27:45,15,6,12,2328,395.76,2315.2,184
3263,2022-06-15 03:07:46,10,180,44,36388,1455.52,34059.17,644
8721,2022-06-07 00:31:37,0,486,10,9740,974.0,10714.0,35
15445,2022-06-12 01:08:22,10,103,12,1872,187.2,1853.28,1
7968,2022-06-11 11:29:25,10,402,26,22412,3361.8,23196.42,142
5483,2022-06-23 04:36:35,15,46,7,4354,174.16,3848.94,302
25925,2022-06-26 06:41:18,10,433,44,19624,2943.6,20310.84,112
9003,2022-06-19 12:32:32,15,113,8,6408,1089.36,6372.76,195
29221,2022-06-29 13:54:31,0,170,42,19404,388.08,19792.08,676
22625,2022-06-16 03:04:36,0,378,32,18368,1285.76,19653.76,916
18377,2022-06-28 22:40:14,0,494,40,23520,1881.6,25401.6,225
25517,2022-06-25 13:42:12,10,151,6,264,23.76,258.98,652
28781,2022-06-12 12:36:56,10,218,10,3420,513.0,3539.7,608
26026,2022-06-24 01:13:40,15,160,39,13455,941.85,12237.32,967
9684,2022-06-17 16:56:25,10,156,44,30316,606.32,27830.09,316
11150,2022-06-23 20:53:49,10,137,5,4250,127.5,3939.75,265
21061,2022-06-27 21:39:33,10,289,5,825,140.25,868.72,713
10491,2022-06-24 02:31:28,15,276,30,240,9.6,212.16,741
5372,2022-06-17 08:49:51,15,447,10,7280,364.0,6497.4,885
11982,2022-06-07 15:29:57,10,457,21,14469,1302.21,14194.09,342
17738,2022-06-22 15:34:32,10,491,43,11997,0.0,10797.3,969
7046,2022-06-20 11:43:51,15,186,41,17015,3062.7,17066.05,870
11860,2022-06-18 18:03:51,0,195,34,9418,282.54,9700.54,938
18613,2022-06-22 13:55:30,0,74,24,18384,183.84,18567.84,878
22844,2022-06-07 10:18:50,15,166,44,36916,4799.08,35457.82,99
28698,2022-06-17 21:45:56,10,263,49,2499,449.82,2653.94,77
16082,2022-06-15 17:56:48,0,377,5,4120,123.6,4243.6,728
16781,2022-06-25 13:18:56,15,139,30,28320,566.4,24553.44,783
8540,2022-06-16 00:58:11,10,418,18,6156,738.72,6205.25,191
16615,2022-06-06 15:48:38,0,133,19,5130,1026.0,6156.0,268
5135,2022-06-29 14:24:18,10,446,1,138,2.76,126.68,185
1058,2022-06-16 06:53:50,10,258,10,9510,1616.7,10014.03,884
10187,2022-06-16 10:16:33,0,497,25,19050,381.0,19431.0,89
12034,2022-06-18 16:55:16,0,250,8,2048,368.64,2416.64,530
8768,2022-06-10 06:27:20,10,216,24,3336,300.24,3272.62,72
9977,2022-06-17 16:03:48,10,461,3,2499,249.9,2474.01,321
10933,2022-06-24 23:57:05,10,486,36,35064,3506.4,34713.36,262
104,2022-06-09 04:16:53,10,363,35,5145,668.85,5232.46,722
5810,2022-06-11 21:26:01,10,257,9,612,91.8,633.42,150
13181,2022-06-14 21:38:58,0,374,21,20412,3878.28,24290.28,917
25975,2022-06-29 19:21:07,0,146,50,48350,6769.0,55119.0,170
29506,2022-06-28 04:33:10,10,269,11,3410,579.7,3590.73,246
19266,2022-06-07 18:32:25,0,331,9,630,63.0,693.0,441
7555,2022-06-23 18:13:36,0,110,31,26319,2105.52,28424.52,162
25186,2022-06-09 03:30:03,0,126,42,22176,3326.4,25502.4,401
5275,2022-06-20 08:11:44,10,343,32,17024,851.2,16087.68,934
16300,2022-06-22 10:29:41,15,54,9,6066,181.98,5310.78,934
25487,2022-06-19 18:03:34,10,315,23,18745,2061.95,18726.26,183
8985,2022-06-27 03:22:11,15,457,37,25493,2804.23,24052.65,86
11646,2022-06-23 22:41:26,0,309,6,990,99.0,1089.0,284
15513,2022-06-17 08:15:59,0,368,10,6600,924.0,7524.0,822
24973,2022-06-20 12:23:58,0,471,15,3525,634.5,4159.5,730
3936,2022-06-30 00:56:26,0,105,27,2781,55.62,2836.62,832
28689,2022-06-25 03:14:03,15,69,25,20250,3037.5,19794.38,588
17252,2022-06-17 13:40:04,0,236,20,1260,100.8,1360.8,381
24723,2022-06-19 09:06:30,10,72,16,3264,359.04,3260.74,589
11526,2022-06-09 13:26:54,15,100,10,6060,0.0,5151.0,805
15257,2022-06-09 10:04:20,15,209,28,26684,1334.2,23815.47,734
25189,2022-06-08 00:33:22,15,366,12,2064,371.52,2070.19,23
13451,2022-06-28 10:34:20,0,212,2,1722,17.22,1739.22,381
22078,2022-06-09 09:01:36,15,339,23,10649,1171.39,10047.33,876
27459,2022-06-10 19:24:00,10,399,17,7429,520.03,7154.13,813
545,2022-06-12 04:14:05,15,369,29,667,20.01,583.96,780
1783,2022-06-07 15:54:36,0,194,45,11655,2214.45,13869.45,688
27832,2022-06-20 03:14:16,0,174,29,3132,125.28,3257.28,897
6294,2022-06-11 16:27:51,10,216,48,6672,600.48,6545.23,896
